"","FRic.SES","FRic.SES.sig","FEve.SES","FEve.SES.sig","FDis.SES","FDis.SES.sig"
"1",-2.71204285947477,1,1.89124700031402,1,1.33685383888357,0
"2",-1.03412707969236,0,-0.427989528771213,0,0.0108440632393179,0
"3",-2.28232312616736,1,0.38031407045418,0,1.7894275535709,1
"4",-0.296412438270505,0,0.278375820521525,0,0.749072960594229,0
"5",-1.21348317260362,0,0.479470078595714,0,0.804082673542758,0
"6",-1.34371739641537,0,-0.787881016301875,0,-0.478199473707322,0
"7",-1.80705234904025,1,0.941159917098869,0,1.7835864431753,1
"8",-2.18617720064753,1,0.852117909150429,0,1.59597634774585,0
"9",-1.05695727223992,0,-1.66509657716384,1,-0.174785035573711,0
"10",-0.885274942233182,0,-0.0173826051049511,0,-0.135476786841735,0
"11",-0.369614710346404,0,2.70207046928607,1,1.69954111174387,0
"12",-0.772857204522046,0,-0.290282012598778,0,-0.0723014940276734,0
"13",-1.30047515774318,0,0.0697925593024193,0,0.0559379519893009,0
"14",-1.06886718030066,0,-1.62933931693573,0,0.765862551028663,0
"15",-1.22934276776663,0,0.964454459893168,0,1.04816774553329,0
"16",-0.717081286534503,0,-0.650604042749537,0,1.11217652266514,0
"17",NA,NA,-1.09378947622317,0,1.16979385733785,0
"18",NA,NA,-0.719541224570941,0,1.22974298858745,0
"19",-0.499974207610358,0,0.131829118026243,0,1.03403406217162,0
"20",NA,NA,0.0926352156695439,0,0.775858052855291,0
"21",NA,NA,-1.43416168333229,0,0.627233481483468,0
"22",NA,NA,2.71556419821573,1,1.69343917032856,0
"23",-0.876670341571685,0,0.597190963774217,0,1.31567165723341,0
"24",NA,NA,2.64188151549636,1,1.5278195488451,0
"25",-0.677624445752185,0,-1.21221565838146,0,1.37711562215465,0
"26",NA,NA,-1.00739464577946,0,1.55832733550118,0
"27",-1.03722289750325,0,0.799821020649043,0,0.868578771547682,0
"28",-0.569318307454322,0,-0.0506763915892503,0,1.31391645398071,0
"29",-0.70917170051951,0,-0.123458681198817,0,1.59125018947873,0
"30",-0.328140405076377,0,0.685569329520026,0,0.522367830984694,0
"31",NA,NA,0.74569933314376,0,1.51681323536513,0
"32",-0.871986915745693,1,-0.453676449498564,0,-0.24859701514648,0
"33",NA,NA,1.24775414202857,0,1.43545719104933,0
"34",-0.94890040297151,0,0.181205212149721,0,1.18768752467926,0
"35",-0.637374931202268,0,-1.0771283593017,0,1.15455875655443,0
"36",-0.690137787955996,0,-0.296726139261048,0,-0.488978824773047,0
"37",NA,NA,-1.19125523056664,0,1.73948397059714,0
"38",-0.836516037695814,0,-1.41818189318957,0,-0.0879861471017921,0
"39",-0.430617500022513,0,0.0391754760441833,0,0.468161032158262,0
"40",NA,NA,1.28971530750443,0,0.266607952280221,0
"41",-0.740044440044563,0,1.1830575329061,0,0.864222818381311,0
"42",-1.1054342560632,0,0.782205577472187,0,0.131166425700165,0
"43",-0.425336633141804,0,1.38645222110435,0,1.50668753561683,0
"44",-0.690137787955996,0,0.285681294613473,0,1.32388285996387,0
"45",-0.799529173996069,0,0.00852781917581888,0,1.24269974988455,0
"46",-0.384546547372805,0,-0.900776055760062,0,0.308929191390708,0
"47",-0.740044440044563,0,0.822844737800793,0,0.092910596471945,0
"48",-0.876670341571685,0,0.203478026824748,0,0.926473984470642,0
"49",-0.521227094597654,0,-1.27318815482814,0,0.211545514306894,0
"50",-0.970205768054676,0,-0.566406860931928,0,0.959869512173659,0
"51",NA,NA,0.413555440868397,0,0.0850901972159841,0
"52",NA,NA,-1.52445624920023,0,1.07147595643107,0
"53",-0.0117661798225663,0,-1.01068821431078,0,-0.118380521556119,0
